mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_H,mean_S,mean_V,std_H,std_S,std_V,dark_ratio,high_saturation_ratio,gray_std,laplacian_var,label
166.0416259765625,126.50164794921875,130.06744384765625,67.25166340801738,95.82588235297641,92.50939843330694,122.80816650390625,95.79278564453125,166.88861083984375,64.9654750121955,84.38627655664867,68.17366010277456,0.0179443359375,0.31103515625,86.36186194587565,493.1586457155645,freshapples
166.60382080078125,177.89068603515625,127.7315673828125,83.9069735626845,84.38907912723133,88.8302417820803,23.90618896484375,69.2366943359375,177.93475341796875,18.619767138669502,64.8008245059483,84.38342668111244,0.15679931640625,0.1019287109375,83.54735605106015,2726.7050943933427,freshapples
190.63751220703125,134.211669921875,136.62554931640625,72.77418024352036,89.86073750023623,89.04114729814916,80.0762939453125,78.74090576171875,190.6773681640625,85.79368884390533,74.53140524458249,72.80168599623056,0.09832763671875,0.2373046875,81.59252858971271,1257.5464362502098,freshapples
191.921875,162.69964599609375,155.891845703125,63.092507881532576,90.49359443981598,95.92012654127882,38.20745849609375,73.74896240234375,196.01300048828125,63.980485729892784,78.93835612377973,57.933822356896165,0.0009765625,0.20501708984375,81.18931506950744,2611.2659855149686,freshapples
167.27960205078125,123.11126708984375,126.40789794921875,85.36422143787084,93.29233542277402,91.30309183555853,88.42156982421875,68.60693359375,167.28533935546875,87.00192125928231,68.85290090943175,85.36990507939768,0.15380859375,0.16192626953125,88.32819413433864,3711.398348953575,freshapples
149.671630859375,160.4490966796875,103.55792236328125,92.97339187926625,97.49800790062947,85.80434465114436,22.87420654296875,71.34295654296875,160.47332763671875,21.506579065393264,67.55396602444446,97.51892793290527,0.26153564453125,0.17657470703125,93.4265843888143,1450.6304235458374,freshapples
181.2725830078125,122.77191162109375,109.54931640625,84.34788433079977,84.34842631074048,84.75788060545175,6.184814453125,91.517333984375,181.27960205078125,19.855641094317594,74.70325289756998,84.3537206033232,0.15264892578125,0.3543701171875,80.93041368247167,2785.433628499508,freshapples
207.340087890625,143.123291015625,144.6109619140625,45.733242634086345,96.21676924575617,95.10595392828169,88.11407470703125,98.6583251953125,207.49810791015625,86.03305404792962,87.5229675857002,45.88023903937826,0.0,0.43194580078125,80.13177542149258,472.54495345056057,freshapples
169.78857421875,178.50970458984375,128.60748291015625,84.1607093677772,84.53464947275624,91.79439049913861,21.79150390625,68.9437255859375,178.58514404296875,21.861172774625246,68.5680681007795,84.54731075185968,0.15460205078125,0.15618896484375,83.9022665636617,2666.495568141341,freshapples
159.88702392578125,170.8687744140625,111.91802978515625,83.1107343114603,83.56775729980453,82.98406716028505,25.331787109375,83.14794921875,170.94073486328125,17.7011224686456,66.87236294226335,83.56089579754385,0.15313720703125,0.20379638671875,82.06795931106495,2971.42973863706,freshapples
198.55084228515625,138.5662841796875,134.42529296875,51.5678416080032,96.34666349369377,99.24741544529218,43.369873046875,105.68048095703125,200.99884033203125,71.37947587202594,89.32044619928062,47.29224907302891,0.00018310546875,0.47967529296875,80.78447641453968,1215.2972276173532,freshapples
162.3497314453125,173.63140869140625,123.50457763671875,85.85638573860332,86.87914961601857,88.86615131834952,23.783935546875,69.19635009765625,173.6766357421875,18.8065831314937,64.82209980328278,86.87703629026606,0.17352294921875,0.1025390625,85.61407249500334,3063.95418523252,freshapples
223.89166259765625,232.2213134765625,183.74530029296875,34.023681203481786,24.994972049733658,79.18362376827854,34.4361572265625,60.405517578125,232.2611083984375,27.2372806876261,71.20585329714883,25.014006059847308,0.0,0.23492431640625,33.483667968524976,22.204705342650414,freshapples
161.77984619140625,163.47637939453125,125.78704833984375,91.31775928435333,91.031151055951,98.02411713334013,18.4520263671875,57.819580078125,163.8525390625,26.173948486805152,68.96819542297588,91.0991575281694,0.19293212890625,0.15875244140625,90.79446976409803,1869.0766602605581,freshapples
184.55267333984375,112.5009765625,97.92926025390625,82.8805014666755,81.76870484969372,78.96813902295463,13.143798828125,106.1632080078125,184.55902099609375,38.46940781350851,77.46769014541803,82.88583019776948,0.1553955078125,0.447998046875,77.23057856266631,3373.155489113182,freshapples
148.0208740234375,115.4595947265625,94.83734130859375,114.73848461764533,100.05363895038819,93.89624969973264,8.2515869140625,61.1270751953125,148.04949951171875,18.17203447160423,72.89608911955419,114.7647854738271,0.36505126953125,0.1854248046875,101.58074614488132,1074.6165678352118,freshapples
200.68304443359375,157.93060302734375,121.204345703125,92.18361453997034,85.06982931878075,87.54650474924843,11.32080078125,85.78973388671875,200.695556640625,16.864290349943186,77.53987311966351,92.19087038215366,0.16961669921875,0.28521728515625,84.32015543507053,1716.0195114277303,freshapples
212.67266845703125,163.01849365234375,153.03997802734375,49.37228503273194,82.92949923302909,88.62080192640322,10.64453125,82.63189697265625,212.70721435546875,22.164366447400397,83.04006945693602,49.39730540181587,0.00018310546875,0.31707763671875,70.80117771811138,42.05984401702881,freshapples
156.1915283203125,166.81488037109375,107.93402099609375,82.63829369294022,82.98447117861262,89.61346563129615,23.1226806640625,86.899658203125,166.99102783203125,17.551256221777336,76.26576226606406,82.8612723716439,0.15606689453125,0.3665771484375,82.07223383348966,2444.2732034772635,freshapples
177.64227294921875,178.64599609375,113.66790771484375,71.37791695554604,70.72724587571643,73.59082070446925,24.2813720703125,91.47052001953125,179.85107421875,14.010857594711968,60.547752897436524,71.04364933722607,0.1065673828125,0.10107421875,69.88774830598886,1705.346638187766,freshapples
196.0086669921875,208.1551513671875,157.34930419921875,56.25462479321531,48.58274066732518,86.88369727008543,26.24755859375,75.71270751953125,208.324462890625,25.19279893269053,74.07050025778648,48.224885659579144,0.00482177734375,0.27545166015625,54.26509650423669,1550.2678330801427,freshapples
159.9688720703125,98.756103515625,99.35516357421875,98.90607231319672,90.31980107735704,90.25638743380995,62.6136474609375,79.7210693359375,159.98297119140625,83.66711456040538,80.65010937389101,98.9192009469005,0.261474609375,0.2681884765625,88.64836420528263,1066.9514183402061,freshapples
187.586181640625,195.91790771484375,142.3455810546875,76.10723712270327,73.96726908645164,94.93966439529729,20.2127685546875,73.3294677734375,196.14959716796875,20.425712580591863,74.73369694973833,73.86913474813538,0.09912109375,0.26373291015625,75.38132836138763,2283.282676782459,freshapples
182.10589599609375,190.356201171875,142.1514892578125,86.36170630447269,87.24732742718308,96.17358091616497,30.3004150390625,60.093994140625,190.39398193359375,27.30153365769252,71.40646935185103,87.270713064574,0.1622314453125,0.23431396484375,86.27201803741484,1163.3992093652487,freshapples
174.69317626953125,186.551025390625,128.297119140625,80.94355468615365,77.4293668103498,99.87859806811574,21.9488525390625,85.058837890625,186.75811767578125,21.54126153200793,83.49263572162069,77.3644860225143,0.10821533203125,0.4287109375,79.29408680601486,2313.3834010213614,freshapples
189.56964111328125,148.91827392578125,133.21746826171875,87.02071459860969,89.8786533997859,94.31946775243536,8.315673828125,69.16192626953125,189.57891845703125,15.619478194154707,77.25819661016654,87.02735136240275,0.15380859375,0.2430419921875,86.34756155839348,1181.3380737304688,freshapples
173.6671142578125,103.7908935546875,103.2464599609375,84.33784064592254,87.2574489795812,87.445712370475,63.1787109375,96.470703125,173.67755126953125,83.5600467741193,83.12103048612865,84.34713063434064,0.17083740234375,0.36749267578125,81.95448248341694,3604.766642805189,freshapples
182.87335205078125,209.10992431640625,134.4720458984375,39.683301486140586,24.960993772317916,75.21926087678246,30.56109619140625,95.56414794921875,209.16119384765625,23.64794175169021,78.7592630730102,24.893659683188087,0.00030517578125,0.4349365234375,32.720349270408896,71.6973283290863,freshapples
189.09185791015625,124.941162109375,124.02191162109375,76.79012668794061,98.87108851211954,97.61438700642123,47.7484130859375,93.67291259765625,189.09417724609375,77.3534790908733,87.513126156414,76.79209264915241,0.107177734375,0.41644287109375,88.52185607149357,2438.888410434127,freshapples
179.32958984375,139.64959716796875,128.34954833984375,88.01516947128111,94.12243124804769,98.05955443929861,9.63751220703125,69.4912109375,179.5489501953125,29.771511664663038,76.38766978136839,87.96881686482506,0.16973876953125,0.257568359375,90.11288574823082,3014.9149428270757,freshapples
208.59576416015625,193.6898193359375,118.28363037109375,78.73463769506016,71.16944444852645,75.91691101801077,20.422119140625,102.02447509765625,211.05316162109375,16.08789074170556,71.45315027805631,76.23798200955814,0.10223388671875,0.4483642578125,71.14339657154979,1844.9011987410486,freshapples
185.3958740234375,197.42901611328125,148.088623046875,73.81028900006551,72.59854708210979,88.0115485223349,22.79833984375,65.1517333984375,197.5623779296875,19.5758517529444,64.63797960672859,72.5661471925366,0.09912109375,0.08648681640625,73.33782264370356,2045.100013460964,freshapples
203.0379638671875,147.9879150390625,146.94610595703125,42.824583709332195,78.26218642905937,78.6853976909644,55.48211669921875,82.73529052734375,203.04681396484375,80.98822341274516,63.22959067864767,42.835089767459216,0.00054931640625,0.11077880859375,66.86316685656482,1695.2239147387445,freshapples
177.4744873046875,101.764404296875,108.0875244140625,85.14356389725424,80.92704392243698,81.10135309146207,76.5093994140625,97.98101806640625,177.4971923828125,84.7381207366965,76.07473577591361,85.16361345416486,0.171875,0.34234619140625,77.5686914610955,3934.673354472965,freshapples
161.56060791015625,176.21380615234375,107.60650634765625,80.2602797976776,81.80050435066794,81.20936639683008,26.85357666015625,91.1185302734375,176.24749755859375,18.260731892465806,69.90030647361661,81.80050336588577,0.1529541015625,0.32550048828125,79.64507501154523,2764.4797428697348,freshapples
199.9677734375,210.1151123046875,143.4024658203125,48.70563698129157,42.6752396620335,83.61352939929776,24.7955322265625,91.40350341796875,210.3914794921875,17.857404734930704,72.75661139638046,42.12785935513765,0.00567626953125,0.3216552734375,47.82202970455526,457.80741477012634,freshapples
202.83172607421875,214.51300048828125,158.0333251953125,56.9247052017189,45.163424786094104,95.6640059732183,22.83697509765625,82.78704833984375,214.76959228515625,23.57778531751598,83.08940659322168,44.94073327728181,0.001953125,0.41259765625,53.70290066100187,1721.5726646743715,freshapples
216.21234130859375,152.44720458984375,151.51788330078125,42.785672668317176,95.79250046459237,94.77327384377634,48.18841552734375,93.45709228515625,216.21539306640625,77.48548383506055,87.3303977928185,42.78838485823183,0.000732421875,0.4134521484375,78.8142302581604,1765.7969045899808,freshapples
187.92083740234375,139.5023193359375,138.24114990234375,75.42541956386756,89.46086685653255,89.50622953476545,79.55120849609375,75.84100341796875,190.47088623046875,83.61279829559805,73.6122243323684,73.06554411859527,0.098388671875,0.2066650390625,81.52925347352001,1462.102352142334,freshapples
217.82440185546875,135.65283203125,142.1630859375,30.805445166605384,85.23095823689653,81.34583674599872,128.45269775390625,106.50640869140625,217.8408203125,76.55132864158202,79.9044867933423,30.8248609002928,0.0,0.44573974609375,67.29815333411396,806.5732917152345,freshapples
222.49151611328125,155.240478515625,156.19134521484375,30.12149148552788,84.35497393806328,83.7573359706512,80.48284912109375,87.96826171875,222.51654052734375,86.2569174580236,79.0394742811124,30.145139952222483,0.00042724609375,0.2828369140625,67.06705327665895,1302.3278619609773,freshapples
204.221435546875,220.13604736328125,165.96441650390625,47.48583428254702,35.12864345818951,80.91082687254661,30.89300537109375,72.6611328125,220.446533203125,29.48073705532422,67.56432870794913,35.317030927417925,0.00067138671875,0.14019775390625,43.473195310743826,225.00103372335434,freshapples
165.8416748046875,174.55157470703125,124.73797607421875,86.25231375139143,87.00554224336496,92.04564765988195,21.5552978515625,68.86236572265625,174.62664794921875,21.84504911102828,68.65197852172955,87.0206180407836,0.1707763671875,0.1580810546875,86.0212534875679,3054.5408960543573,freshapples
188.08026123046875,133.67529296875,132.08740234375,73.07281184600167,94.4439319601522,95.02057074516316,16.93817138671875,81.40325927734375,188.0880126953125,49.906180513944356,78.38994320026772,73.07973320375937,0.09918212890625,0.30096435546875,85.49334519369445,2739.3483714461327,freshapples
200.86962890625,209.63702392578125,152.45965576171875,54.928888869878634,48.21508815111803,91.37717330411607,22.87078857421875,83.78741455078125,209.71624755859375,20.067524346848412,76.87147896092065,48.15748943571469,0.0032958984375,0.35784912109375,54.2330256310444,499.7763671875,freshapples
167.167236328125,175.99334716796875,135.07830810546875,91.25770240276087,90.5903921914275,100.59410328827693,19.16461181640625,60.81146240234375,176.0010986328125,19.617458247352488,71.29930817099306,90.59058343661745,0.17254638671875,0.19989013671875,90.84601187047141,2374.558013781905,freshapples
209.2532958984375,168.7242431640625,161.6904296875,52.61059710839535,92.64000375678401,98.5408596309549,15.23150634765625,76.4359130859375,210.70489501953125,40.958735022400454,88.38002725764888,50.218801147910824,0.0,0.30523681640625,79.452206747831,721.2455700486898,freshapples
213.35504150390625,159.29742431640625,157.71063232421875,41.10583659851844,89.46174209698404,90.51304881668528,17.1417236328125,81.1439208984375,213.36395263671875,50.146544839438114,78.29792371489845,41.11439502679848,0.00042724609375,0.29901123046875,74.75124753424113,2265.100994810462,freshapples
225.5849609375,176.158447265625,154.042724609375,31.55336514464977,67.1699035237203,77.88936186161314,12.50445556640625,86.0068359375,225.626708984375,21.87134131616624,75.21766560386568,31.58512585540904,0.0,0.27703857421875,55.11672326449376,46.720473289489746,freshapples
190.87457275390625,121.02923583984375,120.48577880859375,72.37939155053319,90.27998745574006,90.5661873704797,62.47821044921875,96.4237060546875,190.88323974609375,83.3990797769074,83.17943127740382,72.38644108449974,0.1033935546875,0.367919921875,80.82835075205215,2421.3083362430334,freshapples
229.71636962890625,187.936279296875,169.0760498046875,30.596017226449376,67.6418862294644,79.8132759091436,11.988037109375,72.88372802734375,229.7679443359375,20.921970767485025,75.68775462427364,30.625687297339166,0.0,0.23486328125,55.704272924174255,51.91522687673569,freshapples
193.21026611328125,128.775634765625,129.95068359375,69.52328985035089,85.15385433606913,84.63764249361185,69.33331298828125,84.92657470703125,193.22491455078125,85.34801043013645,73.46080774962755,69.53554068127065,0.09747314453125,0.25213623046875,76.69103281618217,1362.8793393224478,freshapples
197.62255859375,151.2406005859375,141.82318115234375,74.10311300036068,87.84028195434588,89.3830350258033,63.74407958984375,76.18121337890625,199.53448486328125,79.86947280340696,72.60753111959761,73.11457111964705,0.09912109375,0.2244873046875,79.68893743592974,2414.1434172950685,freshapples
167.222412109375,171.54205322265625,117.79779052734375,96.03739694491499,96.79424526835196,97.26613299314026,17.5250244140625,68.99462890625,172.0733642578125,18.34649438450234,74.99828999000437,96.94904863261272,0.2275390625,0.28106689453125,94.91444517969131,1872.4437475204468,freshapples
165.1588134765625,179.5435791015625,115.3006591796875,78.47325145739335,77.29721725390795,87.85140130073613,24.8511962890625,90.84332275390625,179.79791259765625,18.721533104731268,75.18561212166249,77.10491133252809,0.12103271484375,0.3319091796875,77.04111608333568,2137.9709722846746,freshapples
222.83416748046875,225.69732666015625,189.1676025390625,44.77442951227503,39.42191373959814,77.83743943468512,16.74212646484375,51.00872802734375,226.1822509765625,17.75777552431321,61.618618215856806,39.36843462639967,0.00164794921875,0.07269287109375,44.87613453230318,2302.9279441833496,freshapples
221.082763671875,170.65826416015625,154.241943359375,36.93874238840729,70.84546084662577,79.63664773601162,10.98974609375,83.8878173828125,221.1087646484375,20.35486009354324,75.36449264075159,36.95945884324641,0.0001220703125,0.261474609375,59.31874044697297,1122.2569955438375,freshapples
216.27203369140625,222.56005859375,171.48431396484375,37.78201455898803,31.79432086480822,79.84908784163446,20.4154052734375,67.5677490234375,223.027099609375,21.860247190020527,67.45841401918582,30.891136708360364,0.0,0.119140625,38.61439946378418,238.5709228515625,freshapples
192.459228515625,163.07855224609375,156.2230224609375,62.8631863497041,90.64201749679823,96.12293544212734,38.20733642578125,74.0384521484375,196.58135986328125,63.97845796346443,79.09149888728224,57.611065642613134,0.0001220703125,0.20648193359375,81.23893126724167,818.559182882309,freshapples
200.65496826171875,210.74420166015625,156.07440185546875,47.71496033651834,40.751777057235365,75.13943837442696,29.27362060546875,76.08575439453125,211.00482177734375,15.950634827277852,61.32348236559341,40.3131605892154,0.00091552734375,0.1075439453125,46.02643402490382,2136.0009020529687,freshapples
201.11346435546875,215.76959228515625,147.156005859375,47.62547166309985,36.84842892893853,81.81508544343856,26.8392333984375,91.13311767578125,215.80279541015625,18.321211233238568,69.9548798982363,36.81230255807273,0.0,0.32720947265625,44.44600392174443,364.29191917181015,freshapples
198.44482421875,166.54791259765625,160.89312744140625,64.03721496106074,99.98695117151901,103.3515479917758,15.2606201171875,75.53472900390625,199.17327880859375,43.652967977988965,88.88343025982593,63.50570968378658,0.000732421875,0.32708740234375,88.9094645649591,2383.8123297542334,freshapples
230.2298583984375,202.2799072265625,181.0828857421875,36.88419207570643,61.59830134908718,77.02491552981812,13.20440673828125,59.5421142578125,230.26336669921875,17.35706562650176,71.64586563317376,36.896587772465814,0.00018310546875,0.166259765625,53.4392242629946,40.38615274056792,freshapples
230.3314208984375,172.74603271484375,162.14215087890625,28.62120691695917,84.32935261248672,94.00968069364386,14.3450927734375,84.94195556640625,230.37823486328125,40.3077810687795,87.72018745193567,28.657011515398242,0.0,0.38885498046875,67.87040874371539,448.1387939453125,freshapples
179.4371337890625,137.30194091796875,128.85107421875,88.28296570781731,95.24059509085845,97.40340913014379,8.3160400390625,70.09674072265625,179.46429443359375,20.265533961398212,81.97476018710954,88.30253031411313,0.151123046875,0.268798828125,90.08382658335375,1096.778722524643,freshapples
207.511962890625,221.03656005859375,173.1663818359375,48.099603723665155,37.25693450531336,72.949868928292,26.02215576171875,64.145263671875,221.19769287109375,20.408255305402857,58.55379068299887,36.8841658636128,0.0003662109375,0.10223388671875,44.025445662098065,350.34049096331,freshapples
190.377197265625,194.90020751953125,152.22869873046875,85.45856776388226,85.6408052529148,96.15718246375525,24.96612548828125,53.0762939453125,194.9461669921875,28.434001544384316,67.94920993935357,85.669725046292,0.15069580078125,0.16864013671875,85.20806615483679,1150.4938430190086,freshapples
233.1494140625,198.721923828125,183.8953857421875,29.17731670670818,66.58137527863327,77.92397836667398,11.19390869140625,59.57281494140625,233.17193603515625,21.49859891659055,72.55878338709246,29.192403998016477,0.0,0.1778564453125,54.935482913005906,42.0846631526947,freshapples
146.3814697265625,155.92584228515625,113.5726318359375,86.14431924776129,84.36554377649854,96.56741794720526,23.3983154296875,75.94757080078125,156.16400146484375,19.383312533708224,73.3877574068868,84.38520638790636,0.15399169921875,0.24749755859375,85.40535075366456,1745.2998782359064,freshapples
193.1905517578125,208.814697265625,147.35028076171875,54.74936963275326,43.33066576356542,87.36832403169745,29.1324462890625,89.42193603515625,208.8570556640625,18.62157285404857,75.6138664309659,43.26806772991932,6.103515625e-05,0.38714599609375,51.31144435730473,355.2615890353918,freshapples
208.78582763671875,181.01116943359375,114.27117919921875,84.43086962089963,79.31609486746947,82.070034786077,15.33441162109375,101.79510498046875,208.78936767578125,12.495445358510484,77.6177686846692,84.43276021657692,0.13568115234375,0.435791015625,78.319406413571,2189.289047356695,freshapples
213.97802734375,161.5347900390625,162.83935546875,47.188422286260426,82.51489647475248,80.10553387011305,86.98779296875,75.22882080078125,213.98052978515625,86.65932492297397,71.62344615409084,47.1905128830378,0.00048828125,0.225830078125,69.49447100435293,2855.2360452264547,freshapples
196.9901123046875,160.19000244140625,139.5941162109375,79.43501299145252,92.65884387256014,97.23710264306992,13.38702392578125,75.48602294921875,198.648681640625,27.17606494579199,80.19157771046987,78.2089602794238,0.11578369140625,0.30133056640625,85.38133056250565,2106.019224073738,freshapples
202.212890625,220.923828125,160.767578125,51.346752373831784,33.76544689323905,86.41575407492344,27.50244140625,80.48785400390625,221.0374755859375,24.12999854904752,75.43809045913801,33.52750826447156,0.0,0.2996826171875,44.707686137064584,184.49912252649665,freshapples
206.23138427734375,162.1787109375,165.335205078125,51.27122263411936,86.3894362082389,82.60929707212689,89.0865478515625,68.685791015625,206.2384033203125,86.43010565634098,68.67476905348919,51.27763093557147,0.00042724609375,0.1619873046875,74.23857568440589,2618.8932112306356,freshapples
215.87200927734375,152.8443603515625,152.9327392578125,36.19458368864664,88.49907761222089,88.85953293910914,67.164794921875,89.0198974609375,215.89630126953125,83.88025924770291,81.66283770540221,36.21368299315561,0.00018310546875,0.319580078125,72.21767164823792,215.03785693272948,freshapples
197.3311767578125,140.20574951171875,143.33026123046875,48.56419609411428,87.05640816047757,87.53311313884964,106.33221435546875,91.31854248046875,197.8887939453125,75.01911896496955,75.54246388959128,49.166617593212074,0.0,0.330322265625,74.5249135328813,1146.6534623466432,freshapples
185.09661865234375,186.1204833984375,128.8128662109375,79.7854430466943,80.10037273487762,94.73358905891439,19.19329833984375,81.54217529296875,186.674560546875,15.727509099984488,77.14015377079185,79.8320727291523,0.116455078125,0.3485107421875,79.99644049682901,2225.3306865543127,freshapples
212.13775634765625,219.66845703125,185.574462890625,49.13896812831218,40.71763706223321,75.21679163817359,20.783447265625,49.5565185546875,219.72869873046875,22.22730758705347,57.88489010045746,40.54968760254658,0.00030517578125,0.07501220703125,46.89861620119597,452.2418966293335,freshapples
199.0469970703125,158.424560546875,133.77239990234375,75.82754940839902,80.10612953796341,85.20232851641012,12.61370849609375,80.47491455078125,199.0924072265625,21.21871571395854,73.7587586206331,75.85969043424498,0.10015869140625,0.24951171875,76.44205280609285,725.694747146219,freshapples
227.87322998046875,154.59344482421875,139.77081298828125,26.62645070444152,83.12595780989534,89.2364975242793,6.28619384765625,106.0850830078125,227.879150390625,17.42672829864645,85.05346699686304,26.63215444260427,0.0,0.4578857421875,65.46404651586839,379.3736951351166,freshapples
195.79486083984375,181.54022216796875,134.36663818359375,89.41315889643771,85.80613592425699,88.96335373833845,15.02685546875,72.6363525390625,198.08599853515625,15.462203048716432,70.52130947185904,88.56651567868904,0.15576171875,0.20355224609375,85.10005883269788,2602.735610868782,freshapples
146.7220458984375,156.28021240234375,114.02020263671875,86.13960899950578,84.33173461939751,96.74678710424826,23.44586181640625,75.829833984375,156.50897216796875,19.57367576425707,73.44585290642438,84.34396010397188,0.153076171875,0.24786376953125,85.40716006460264,1725.732043683529,freshapples
169.42742919921875,171.12310791015625,133.30169677734375,83.80343142865985,83.33271989608485,94.08833406162917,20.09033203125,58.2310791015625,171.52398681640625,28.080783720239722,68.74286856413096,83.36630146844773,0.13922119140625,0.1597900390625,83.52779768915569,1465.4735931754112,freshapples
186.79681396484375,195.6661376953125,145.021240234375,79.22275653762803,75.25571874568908,96.19626728148815,21.1339111328125,70.44635009765625,195.85406494140625,20.498362702239692,74.73789848090395,75.16395899474873,0.0997314453125,0.28375244140625,77.19318473013783,2389.3489599227905,freshapples
183.3402099609375,189.365234375,143.84393310546875,86.04952629696737,86.62957423519771,97.10541585380767,25.77679443359375,57.2991943359375,189.456787109375,29.933041667601106,72.80753543519916,86.68707311555394,0.162109375,0.235107421875,85.90342384719833,1068.9152862876654,freshapples
220.68438720703125,162.1644287109375,148.92218017578125,37.31637085227401,77.48693069184486,84.33968436981183,6.30523681640625,91.57977294921875,220.69207763671875,20.073571514730606,74.68971939396468,37.3232222702515,0.0,0.3564453125,64.64850065081298,318.4187436066568,freshapples
137.59747314453125,87.822021484375,81.17626953125,86.91597235799615,101.73521042610986,104.30121741123838,12.4150390625,121.37689208984375,138.5927734375,38.1096406483981,106.1446892195621,86.51684723222037,0.15875244140625,0.529296875,94.95355661409303,1473.67138838768,freshapples
187.25970458984375,123.49761962890625,123.1065673828125,71.12164371960542,91.57009084466036,91.70884873001572,64.69464111328125,91.8184814453125,187.26654052734375,83.7918029452237,83.63200795233428,71.12785026000105,0.09942626953125,0.3228759765625,81.77754734194814,2498.599550008774,freshapples
168.9378662109375,177.646728515625,121.384521484375,83.57434673607091,82.78071591725909,96.33751016053498,21.50146484375,82.07086181640625,177.711669921875,19.934955823240372,77.60472335180842,82.77457339383679,0.13641357421875,0.35595703125,82.98948310541543,2353.742133140564,freshapples
171.40087890625,180.84820556640625,129.4619140625,84.5399628088842,83.16383736729246,98.48780901739718,20.13140869140625,75.04412841796875,180.95135498046875,18.48513787040427,77.80703148734021,83.07198079690808,0.13800048828125,0.3231201171875,83.85215237616686,2150.423560142517,freshapples
